x exact spline
0.143143 0.661267 0.537322
0.145145 0.655017 0.536218
0.147147 0.6488 0.535098
0.149149 0.642617 0.533964
0.151151 0.63647 0.532814
0.153153 0.630359 0.531648
0.155155 0.624287 0.530467
0.157157 0.618254 0.529271
0.159159 0.612261 0.52806
0.161161 0.606309 0.526833
0.163163 0.6004 0.525591
0.165165 0.594534 0.524334
0.167167 0.588713 0.523061
0.169169 0.582936 0.521773
0.171171 0.577204 0.520469
0.173173 0.571519 0.519151
0.175175 0.56588 0.517817
0.177177 0.560289 0.516467
0.179179 0.554745 0.515102
0.181181 0.54925 0.513722
0.183183 0.543803 0.512327
0.185185 0.538405 0.510916
0.187187 0.533056 0.50949
0.189189 0.527756 0.508049
0.191191 0.522506 0.506592
0.193193 0.517306 0.50512
0.195195 0.512156 0.503632
0.197197 0.507056 0.50213
0.199199 0.502006 0.500612
0.201201 0.497006 0.499078
0.203203 0.492056 0.497529
0.205205 0.487156 0.495966
0.207207 0.482306 0.494387
0.209209 0.477506 0.492794
0.211211 0.472756 0.491186
0.213213 0.468056 0.489563
0.215215 0.463405 0.487926
0.217217 0.458803 0.486276
0.219219 0.454251 0.484611
0.221221 0.449747 0.482932
0.223223 0.445292 0.48124
0.225225 0.440886 0.479534
0.227227 0.436528 0.477815
0.229229 0.432217 0.476083
0.231231 0.427954 0.474338
0.233233 0.423739 0.472579
0.235235 0.41957 0.470809
0.237237 0.415448 0.469025
0.239239 0.411373 0.46723
0.241241 0.407343 0.465422
0.243243 0.403359 0.463602
0.245245 0.39942 0.46177
0.247247 0.395526 0.459927
0.249249 0.391676 0.458071
0.251251 0.387871 0.456205
0.253253 0.384109 0.454327
0.255255 0.38039 0.452438
0.257257 0.376714 0.450539
0.259259 0.373081 0.448628
0.261261 0.36949 0.446707
0.263263 0.36594 0.444775
0.265265 0.362432 0.442833
0.267267 0.358964 0.440881
0.269269 0.355537 0.438919
0.271271 0.35215 0.436948
0.273273 0.348802 0.434966
0.275275 0.345493 0.432975
0.277277 0.342223 0.430975
0.279279 0.338992 0.428965
0.281281 0.335798 0.426947
0.283283 0.332642 0.424919
0.285285 0.329523 0.422883
0.287287 0.32644 0.420839
0.289289 0.323394 0.418786
0.291291 0.320383 0.416725
0.293293 0.317408 0.414656
0.295295 0.314467 0.412578
0.297297 0.311561 0.410494
0.299299 0.308689 0.408401
0.301301 0.305851 0.406301
0.303303 0.303047 0.404194
0.305305 0.300275 0.40208
0.307307 0.297535 0.399959
0.309309 0.294828 0.397831
0.311311 0.292153 0.395696
0.313313 0.289508 0.393555
0.315315 0.286895 0.391408
0.317317 0.284312 0.389255
0.319319 0.28176 0.387095
0.321321 0.279237 0.38493
0.323323 0.276744 0.382759
0.325325 0.27428 0.380582
0.327327 0.271844 0.378401
0.329329 0.269437 0.376214
0.331331 0.267058 0.374022
0.333333 0.264706 0.371825
0.335335 0.262381 0.369623
0.337337 0.260084 0.367417
0.339339 0.257813 0.365207
0.341341 0.255568 0.362992
0.343343 0.25335 0.360773
0.345345 0.251156 0.358551
0.347347 0.248988 0.356324
0.349349 0.246845 0.354094
0.351351 0.244726 0.351861
0.353353 0.242632 0.349624
0.355355 0.240562 0.347384
0.357357 0.238515 0.345141
0.359359 0.236492 0.342896
0.361361 0.234491 0.340647
0.363363 0.232514 0.338397
0.365365 0.230558 0.336144
0.367367 0.228625 0.333889
0.369369 0.226714 0.331632
0.371371 0.224824 0.329373
0.373373 0.222956 0.327112
0.375375 0.221108 0.32485
0.377377 0.219282 0.322586
0.379379 0.217476 0.320322
0.381381 0.21569 0.318056
0.383383 0.213923 0.315789
0.385385 0.212177 0.313522
0.387387 0.21045 0.311254
0.389389 0.208742 0.308986
0.391391 0.207053 0.306717
0.393393 0.205383 0.304449
0.395395 0.203731 0.30218
0.397397 0.202097 0.299912
0.399399 0.200481 0.297644
0.401401 0.198883 0.295377
0.403403 0.197303 0.29311
0.405405 0.195739 0.290844
0.407407 0.194193 0.28858
0.409409 0.192663 0.286316
0.411411 0.19115 0.284054
0.413413 0.189654 0.281793
0.415415 0.188173 0.279534
0.417417 0.186709 0.277277
0.419419 0.18526 0.275022
0.421421 0.183827 0.272769
0.423423 0.182409 0.270519
0.425425 0.181006 0.268271
0.427427 0.179619 0.266025
0.429429 0.178245 0.263782
0.431431 0.176887 0.261543
0.433433 0.175543 0.259306
0.435435 0.174213 0.257073
0.437437 0.172897 0.254843
0.439439 0.171595 0.252616
0.441441 0.170307 0.250394
0.443443 0.169032 0.248175
0.445445 0.16777 0.24596
0.447447 0.166522 0.24375
0.449449 0.165286 0.241544
0.451451 0.164063 0.239343
0.453453 0.162853 0.237146
0.455455 0.161656 0.234954
0.457457 0.16047 0.232767
0.459459 0.159297 0.230586
0.461461 0.158136 0.228409
0.463463 0.156987 0.226238
0.465465 0.155849 0.224073
0.467467 0.154723 0.221914
0.469469 0.153609 0.219761
0.471471 0.152506 0.217614
0.473473 0.151414 0.215473
0.475475 0.150332 0.213338
0.477477 0.149262 0.211211
0.479479 0.148203 0.20909
0.481481 0.147154 0.206976
0.483483 0.146115 0.204869
0.485485 0.145087 0.202769
0.487487 0.144069 0.200677
0.489489 0.143062 0.198592
0.491491 0.142064 0.196515
0.493493 0.141076 0.194446
0.495495 0.140097 0.192385
0.497497 0.139129 0.190332
0.499499 0.138169 0.188288
0.501502 0.13722 0.186252
0.503504 0.136279 0.184225
0.505506 0.135347 0.182207
0.507508 0.134425 0.180198
0.50951 0.133511 0.178198
0.511512 0.132607 0.176207
0.513514 0.131711 0.174226
0.515516 0.130823 0.172254
0.517518 0.129944 0.170292
0.51952 0.129074 0.168341
0.521522 0.128211 0.166399
0.523524 0.127357 0.164468
0.525526 0.126511 0.162547
0.527528 0.125673 0.160636
0.52953 0.124843 0.158737
0.531532 0.124021 0.156848
0.533534 0.123207 0.154971
0.535536 0.1224 0.153105
0.537538 0.1216 0.15125
0.53954 0.120808 0.149407
0.541542 0.120024 0.147575
0.543544 0.119247 0.145756
0.545546 0.118476 0.143948
0.547548 0.117713 0.142153
0.54955 0.116957 0.14037
0.551552 0.116208 0.138599
0.553554 0.115466 0.136842
0.555556 0.114731 0.135097
0.557558 0.114002 0.133365
0.55956 0.11328 0.131646
0.561562 0.112565 0.129941
0.563564 0.111856 0.128249
0.565566 0.111153 0.12657
0.567568 0.110457 0.124906
0.56957 0.109767 0.123255
0.571572 0.109083 0.121619
0.573574 0.108405 0.119997
0.575576 0.107733 0.118389
0.577578 0.107068 0.116796
0.57958 0.106408 0.115218
0.581582 0.105754 0.113655
0.583584 0.105106 0.112106
0.585586 0.104463 0.110573
0.587588 0.103826 0.109056
0.58959 0.103195 0.107554
0.591592 0.102569 0.106067
0.593594 0.101949 0.104597
0.595596 0.101334 0.103142
0.597598 0.100724 0.101704
0.5996 0.10012 0.100282
0.601602 0.0995212 0.098877
0.603604 0.0989273 0.0974882
0.605606 0.0983385 0.0961157
0.607608 0.0977548 0.0947595
0.60961 0.0971761 0.0934196
0.611612 0.0966023 0.0920959
0.613614 0.0960334 0.0907882
0.615616 0.0954694 0.0894965
0.617618 0.0949101 0.0882207
0.61962 0.0943555 0.0869607
0.621622 0.0938057 0.0857165
0.623624 0.0932604 0.0844879
0.625626 0.0927198 0.0832749
0.627628 0.0921836 0.0820774
0.62963 0.091652 0.0808952
0.631632 0.0911248 0.0797285
0.633634 0.090602 0.0785769
0.635636 0.0900835 0.0774405
0.637638 0.0895693 0.0763192
0.63964 0.0890593 0.0752129
0.641642 0.0885536 0.0741215
0.643644 0.088052 0.073045
0.645646 0.0875545 0.0719831
0.647648 0.0870611 0.070936
0.64965 0.0865717 0.0699034
0.651652 0.0860863 0.0688853
0.653654 0.0856049 0.0678816
0.655656 0.0851273 0.0668923
0.657658 0.0846536 0.0659172
0.65966 0.0841838 0.0649563
0.661662 0.0837177 0.0640094
0.663664 0.0832554 0.0630766
0.665666 0.0827967 0.0621577
0.667668 0.0823418 0.0612526
0.66967 0.0818904 0.0603612
0.671672 0.0814427 0.0594836
0.673674 0.0809985 0.0586195
0.675676 0.0805578 0.0577689
0.677678 0.0801207 0.0569317
0.67968 0.0796869 0.0561079
0.681682 0.0792566 0.0552973
0.683684 0.0788296 0.0544999
0.685686 0.078406 0.0537156
0.687688 0.0779857 0.0529443
0.68969 0.0775687 0.0521859
0.691692 0.0771549 0.0514404
0.693694 0.0767444 0.0507076
0.695696 0.076337 0.0499875
0.697698 0.0759327 0.04928
0.6997 0.0755316 0.048585
0.701702 0.0751336 0.0479024
0.703704 0.0747386 0.0472321
0.705706 0.0743466 0.0465741
0.707708 0.0739576 0.0459283
0.70971 0.0735716 0.0452946
0.711712 0.0731886 0.0446729
0.713714 0.0728084 0.0440632
0.715716 0.0724311 0.0434652
0.717718 0.0720567 0.0428791
0.71972 0.071685 0.0423046
0.721722 0.0713162 0.0417417
0.723724 0.0709502 0.0411904
