x f[0] f[1] f[2] f[3] f[0,1] f[1,2] f[2,3] f[0,1,2] f[1,2,3] f[0,1,2,3]
2.450000 0.000000 0.000000 0.000000 0.302500 0.000000 0.000000 0.302500 0.000000 0.151250 0.050417
2.460000 0.000000 0.000000 0.000000 0.291600 0.000000 0.000000 0.291600 0.000000 0.145800 0.048600
2.470000 0.000000 0.000000 0.000000 0.280900 0.000000 0.000000 0.280900 0.000000 0.140450 0.046817
2.480000 0.000000 0.000000 0.000000 0.270400 0.000000 0.000000 0.270400 0.000000 0.135200 0.045067
2.490000 0.000000 0.000000 0.000000 0.260100 0.000000 0.000000 0.260100 0.000000 0.130050 0.043350
2.500000 0.000000 0.000000 0.000000 0.250000 0.000000 0.000000 0.250000 0.000000 0.125000 0.041667
2.510000 0.000000 0.000000 0.000000 0.240100 0.000000 0.000000 0.240100 0.000000 0.120050 0.040017
2.520000 0.000000 0.000000 0.000000 0.230400 0.000000 0.000000 0.230400 0.000000 0.115200 0.038400
2.530000 0.000000 0.000000 0.000000 0.220900 0.000000 0.000000 0.220900 0.000000 0.110450 0.036817
2.540000 0.000000 0.000000 0.000000 0.211600 0.000000 0.000000 0.211600 0.000000 0.105800 0.035267
2.550000 0.000000 0.000000 0.000000 0.202500 0.000000 0.000000 0.202500 0.000000 0.101250 0.033750
2.560000 0.000000 0.000000 0.000000 0.193600 0.000000 0.000000 0.193600 0.000000 0.096800 0.032267
2.570000 0.000000 0.000000 0.000000 0.184900 0.000000 0.000000 0.184900 0.000000 0.092450 0.030817
2.580000 0.000000 0.000000 0.000000 0.176400 0.000000 0.000000 0.176400 0.000000 0.088200 0.029400
2.590000 0.000000 0.000000 0.000000 0.168100 0.000000 0.000000 0.168100 0.000000 0.084050 0.028017
2.600000 0.000000 0.000000 0.000000 0.160000 0.000000 0.000000 0.160000 0.000000 0.080000 0.026667
2.610000 0.000000 0.000000 0.000000 0.152100 0.000000 0.000000 0.152100 0.000000 0.076050 0.025350
2.620000 0.000000 0.000000 0.000000 0.144400 0.000000 0.000000 0.144400 0.000000 0.072200 0.024067
2.630000 0.000000 0.000000 0.000000 0.136900 0.000000 0.000000 0.136900 0.000000 0.068450 0.022817
2.640000 0.000000 0.000000 0.000000 0.129600 0.000000 0.000000 0.129600 0.000000 0.064800 0.021600
2.650000 0.000000 0.000000 0.000000 0.122500 0.000000 0.000000 0.122500 0.000000 0.061250 0.020417
2.660000 0.000000 0.000000 0.000000 0.115600 0.000000 0.000000 0.115600 0.000000 0.057800 0.019267
2.670000 0.000000 0.000000 0.000000 0.108900 0.000000 0.000000 0.108900 0.000000 0.054450 0.018150
2.680000 0.000000 0.000000 0.000000 0.102400 0.000000 0.000000 0.102400 0.000000 0.051200 0.017067
2.690000 0.000000 0.000000 0.000000 0.096100 0.000000 0.000000 0.096100 0.000000 0.048050 0.016017
2.700000 0.000000 0.000000 0.000000 0.090000 0.000000 0.000000 0.090000 0.000000 0.045000 0.015000
2.710000 0.000000 0.000000 0.000000 0.084100 0.000000 0.000000 0.084100 0.000000 0.042050 0.014017
2.720000 0.000000 0.000000 0.000000 0.078400 0.000000 0.000000 0.078400 0.000000 0.039200 0.013067
2.730000 0.000000 0.000000 0.000000 0.072900 0.000000 0.000000 0.072900 0.000000 0.036450 0.012150
2.740000 0.000000 0.000000 0.000000 0.067600 0.000000 0.000000 0.067600 0.000000 0.033800 0.011267
2.750000 0.000000 0.000000 0.000000 0.062500 0.000000 0.000000 0.062500 0.000000 0.031250 0.010417
2.760000 0.000000 0.000000 0.000000 0.057600 0.000000 0.000000 0.057600 0.000000 0.028800 0.009600
2.770000 0.000000 0.000000 0.000000 0.052900 0.000000 0.000000 0.052900 0.000000 0.026450 0.008817
2.780000 0.000000 0.000000 0.000000 0.048400 0.000000 0.000000 0.048400 0.000000 0.024200 0.008067
2.790000 0.000000 0.000000 0.000000 0.044100 0.000000 0.000000 0.044100 0.000000 0.022050 0.007350
2.800000 0.000000 0.000000 0.000000 0.040000 0.000000 0.000000 0.040000 0.000000 0.020000 0.006667
2.810000 0.000000 0.000000 0.000000 0.036100 0.000000 0.000000 0.036100 0.000000 0.018050 0.006017
2.820000 0.000000 0.000000 0.000000 0.032400 0.000000 0.000000 0.032400 0.000000 0.016200 0.005400
2.830000 0.000000 0.000000 0.000000 0.028900 0.000000 0.000000 0.028900 0.000000 0.014450 0.004817
2.840000 0.000000 0.000000 0.000000 0.025600 0.000000 0.000000 0.025600 0.000000 0.012800 0.004267
2.850000 0.000000 0.000000 0.000000 0.022500 0.000000 0.000000 0.022500 0.000000 0.011250 0.003750
2.860000 0.000000 0.000000 0.000000 0.019600 0.000000 0.000000 0.019600 0.000000 0.009800 0.003267
2.870000 0.000000 0.000000 0.000000 0.016900 0.000000 0.000000 0.016900 0.000000 0.008450 0.002817
2.880000 0.000000 0.000000 0.000000 0.014400 0.000000 0.000000 0.014400 0.000000 0.007200 0.002400
2.890000 0.000000 0.000000 0.000000 0.012100 0.000000 0.000000 0.012100 0.000000 0.006050 0.002017
2.900000 0.000000 0.000000 0.000000 0.010000 0.000000 0.000000 0.010000 0.000000 0.005000 0.001667
2.910000 0.000000 0.000000 0.000000 0.008100 0.000000 0.000000 0.008100 0.000000 0.004050 0.001350
2.920000 0.000000 0.000000 0.000000 0.006400 0.000000 0.000000 0.006400 0.000000 0.003200 0.001067
2.930000 0.000000 0.000000 0.000000 0.004900 0.000000 0.000000 0.004900 0.000000 0.002450 0.000817
2.940000 0.000000 0.000000 0.000000 0.003600 0.000000 0.000000 0.003600 0.000000 0.001800 0.000600
2.950000 0.000000 0.000000 0.000000 0.002500 0.000000 0.000000 0.002500 0.000000 0.001250 0.000417
2.960000 0.000000 0.000000 0.000000 0.001600 0.000000 0.000000 0.001600 0.000000 0.000800 0.000267
2.970000 0.000000 0.000000 0.000000 0.000900 0.000000 0.000000 0.000900 0.000000 0.000450 0.000150
2.980000 0.000000 0.000000 0.000000 0.000400 0.000000 0.000000 0.000400 0.000000 0.000200 0.000067
2.990000 0.000000 0.000000 0.000000 0.000100 0.000000 0.000000 0.000100 0.000000 0.000050 0.000017
3.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
