t uniform_x uniform_y uniform_z chordal_x chordal_y chordal_z
0.384 -0.535746 -0.417908 0.734382 -0.506529 -0.411639 0.750534
0.385 -0.539998 -0.417387 0.731539 -0.511351 -0.411905 0.747495
0.386 -0.544239 -0.416798 0.728705 -0.516161 -0.412098 0.744463
0.387 -0.548468 -0.416141 0.725879 -0.520958 -0.412215 0.741438
0.388 -0.552684 -0.415415 0.723064 -0.52574 -0.412257 0.738423
0.389 -0.556888 -0.41462 0.720258 -0.530508 -0.412222 0.735416
0.39 -0.561078 -0.413756 0.717463 -0.535259 -0.41211 0.732418
0.391 -0.565255 -0.412823 0.714679 -0.539994 -0.41192 0.729431
0.392 -0.569417 -0.41182 0.711907 -0.544712 -0.411651 0.726455
0.393 -0.573565 -0.410747 0.709147 -0.549412 -0.411303 0.723489
0.394 -0.577699 -0.409604 0.7064 -0.554094 -0.410874 0.720535
0.395 -0.581817 -0.408391 0.703666 -0.558755 -0.410365 0.717594
0.396 -0.58592 -0.407106 0.700945 -0.563397 -0.409773 0.714665
0.397 -0.590006 -0.405751 0.698239 -0.568017 -0.409099 0.71175
0.398 -0.594076 -0.404324 0.695547 -0.572615 -0.408341 0.708848
0.399 -0.59813 -0.402826 0.692871 -0.577191 -0.4075 0.705962
0.4 -0.602166 -0.401255 0.69021 -0.581743 -0.406573 0.70309
0.401 -0.606185 -0.399613 0.687565 -0.586271 -0.405561 0.700233
0.402 -0.610186 -0.397899 0.684937 -0.590774 -0.404462 0.697393
0.403 -0.614169 -0.396115 0.682325 -0.595251 -0.403276 0.69457
0.404 -0.618132 -0.39426 0.67973 -0.599702 -0.402002 0.691763
0.405 -0.622076 -0.392336 0.677152 -0.604126 -0.40064 0.688975
0.406 -0.626001 -0.390344 0.674592 -0.608522 -0.399188 0.686205
0.407 -0.629905 -0.388283 0.672048 -0.612889 -0.397649 0.683453
0.408 -0.633788 -0.386156 0.669522 -0.617228 -0.396023 0.68072
0.409 -0.63765 -0.383962 0.667015 -0.621537 -0.394311 0.678005
0.41 -0.641491 -0.381703 0.664525 -0.625818 -0.392514 0.67531
0.411 -0.64531 -0.379378 0.662053 -0.630068 -0.390633 0.672634
0.412 -0.649106 -0.376989 0.6596 -0.634288 -0.388669 0.669978
0.413 -0.652879 -0.374537 0.657165 -0.638478 -0.386623 0.667341
0.414 -0.656628 -0.372022 0.65475 -0.642637 -0.384495 0.664725
0.415 -0.660354 -0.369445 0.652353 -0.646764 -0.382287 0.662129
0.416 -0.664056 -0.366806 0.649976 -0.650859 -0.38 0.659553
0.417 -0.667732 -0.364107 0.647618 -0.654923 -0.377634 0.656998
0.418 -0.671383 -0.361348 0.64528 -0.658953 -0.375191 0.654464
0.419 -0.675009 -0.35853 0.642962 -0.662951 -0.372671 0.651952
0.42 -0.678608 -0.355653 0.640663 -0.666915 -0.370075 0.649461
0.421 -0.682181 -0.352719 0.638386 -0.670846 -0.367405 0.646991
0.422 -0.685727 -0.349727 0.636128 -0.674743 -0.364661 0.644543
0.423 -0.689245 -0.346679 0.633892 -0.678605 -0.361844 0.642118
0.424 -0.692735 -0.343576 0.631676 -0.682432 -0.358955 0.639715
0.425 -0.696197 -0.340418 0.629481 -0.686224 -0.355995 0.637335
0.426 -0.69963 -0.337205 0.627308 -0.68998 -0.352965 0.634977
0.427 -0.703033 -0.33394 0.625157 -0.6937 -0.349866 0.632642
0.428 -0.706407 -0.330621 0.623027 -0.697383 -0.346699 0.630331
0.429 -0.70975 -0.327251 0.620919 -0.70103 -0.343464 0.628044
0.43 -0.713063 -0.323829 0.618833 -0.70464 -0.340163 0.62578
0.431 -0.716345 -0.320357 0.61677 -0.708212 -0.336797 0.62354
0.432 -0.719595 -0.316835 0.614729 -0.711745 -0.333366 0.621324
0.433 -0.722812 -0.313264 0.612711 -0.715241 -0.329872 0.619133
0.434 -0.725998 -0.309644 0.610716 -0.718697 -0.326315 0.616967
0.435 -0.72915 -0.305977 0.608745 -0.722115 -0.322697 0.614825
0.436 -0.732269 -0.302263 0.606796 -0.725493 -0.319018 0.612709
0.437 -0.735354 -0.298503 0.604872 -0.72883 -0.315279 0.610618
0.438 -0.738404 -0.294697 0.602971 -0.732128 -0.311481 0.608553
0.439 -0.74142 -0.290846 0.601094 -0.735385 -0.307625 0.606513
0.44 -0.7444 -0.286952 0.599242 -0.7386 -0.303712 0.6045
0.441 -0.747345 -0.283014 0.597414 -0.741774 -0.299744 0.602513
0.442 -0.750254 -0.279034 0.59561 -0.744906 -0.29572 0.600553
0.443 -0.753125 -0.275011 0.593832 -0.747996 -0.291642 0.598619
0.444 -0.75596 -0.270948 0.592078 -0.751043 -0.28751 0.596713
0.445 -0.758758 -0.266844 0.59035 -0.754047 -0.283327 0.594834
0.446 -0.761517 -0.2627 0.588647 -0.757008 -0.279092 0.592982
0.447 -0.764238 -0.258518 0.58697 -0.759924 -0.274806 0.591158
0.448 -0.76692 -0.254297 0.585319 -0.762797 -0.270471 0.589362
0.449 -0.769562 -0.250039 0.583694 -0.765624 -0.266088 0.587594
0.45 -0.772165 -0.245743 0.582096 -0.768407 -0.261657 0.585855
0.451 -0.774727 -0.241412 0.580524 -0.771144 -0.257179 0.584144
0.452 -0.777249 -0.237046 0.578978 -0.773835 -0.252655 0.582463
0.453 -0.779729 -0.232644 0.57746 -0.77648 -0.248087 0.58081
0.454 -0.782168 -0.228209 0.575969 -0.779079 -0.243474 0.579187
0.455 -0.784565 -0.223741 0.574505 -0.78163 -0.238819 0.577593
0.456 -0.786919 -0.21924 0.573068 -0.784135 -0.234121 0.576029
0.457 -0.789231 -0.214707 0.57166 -0.786591 -0.229383 0.574496
0.458 -0.791498 -0.210144 0.570279 -0.788999 -0.224604 0.572992
0.459 -0.793722 -0.20555 0.568927 -0.791359 -0.219786 0.57152
0.46 -0.795902 -0.200926 0.567603 -0.793669 -0.21493 0.570077
0.461 -0.798036 -0.196273 0.566307 -0.79593 -0.210036 0.568666
0.462 -0.800126 -0.191593 0.565041 -0.798142 -0.205106 0.567287
0.463 -0.802169 -0.186885 0.563803 -0.800303 -0.200141 0.565938
0.464 -0.804167 -0.18215 0.562595 -0.802414 -0.195141 0.564622
0.465 -0.806117 -0.177389 0.561416 -0.804474 -0.190107 0.563337
0.466 -0.808021 -0.172603 0.560266 -0.806483 -0.185041 0.562084
0.467 -0.809877 -0.167793 0.559147 -0.80844 -0.179943 0.560864
0.468 -0.811685 -0.162958 0.558057 -0.810345 -0.174814 0.559677
0.469 -0.813445 -0.158101 0.556998 -0.812197 -0.169655 0.558522
0.47 -0.815156 -0.153221 0.55597 -0.813997 -0.164467 0.5574
0.471 -0.816817 -0.148319 0.554971 -0.815743 -0.159251 0.556312
0.472 -0.818428 -0.143397 0.554004 -0.817436 -0.154008 0.555258
0.473 -0.81999 -0.138454 0.553068 -0.819075 -0.148739 0.554237
0.474 -0.8215 -0.133492 0.552164 -0.820659 -0.143445 0.55325
0.475 -0.822959 -0.128511 0.55129 -0.822189 -0.138126 0.552297
0.476 -0.824367 -0.123512 0.550449 -0.823663 -0.132784 0.551379
0.477 -0.825723 -0.118496 0.549639 -0.825082 -0.12742 0.550496
0.478 -0.827026 -0.113463 0.548861 -0.826444 -0.122034 0.549648
0.479 -0.828275 -0.108414 0.548116 -0.827751 -0.116628 0.548835
0.48 -0.829472 -0.10335 0.547404 -0.829 -0.111202 0.548057
0.481 -0.830614 -0.098272 0.546724 -0.830193 -0.105757 0.547315
0.482 -0.831703 -0.0931799 0.546077 -0.831327 -0.100294 0.546609
0.483 -0.832736 -0.0880748 0.545463 -0.832404 -0.0948151 0.545939
0.484 -0.833714 -0.0829575 0.544883 -0.833423 -0.08932 0.545305
0.485 -0.834636 -0.0778286 0.544336 -0.834383 -0.0838099 0.544708
0.486 -0.835502 -0.0726889 0.543823 -0.835284 -0.0782857 0.544148
0.487 -0.836312 -0.067539 0.543343 -0.836125 -0.0727486 0.543625
0.488 -0.837064 -0.0623798 0.542899 -0.836907 -0.0671992 0.543139
0.489 -0.837759 -0.0572119 0.542488 -0.837628 -0.0616387 0.54269
0.49 -0.838395 -0.0520361 0.542112 -0.838288 -0.0560678 0.54228
0.491 -0.838974 -0.0468531 0.541771 -0.838888 -0.0504877 0.541907
0.492 -0.839493 -0.0416635 0.541465 -0.839426 -0.0448991 0.541573
0.493 -0.839953 -0.0364682 0.541194 -0.839902 -0.0393031 0.541277
0.494 -0.840353 -0.0312679 0.540959 -0.840316 -0.0337005 0.54102
0.495 -0.840693 -0.0260632 0.540759 -0.840667 -0.0280923 0.540802
0.496 -0.840972 -0.0208549 0.540595 -0.840956 -0.0224795 0.540622
0.497 -0.841189 -0.0156437 0.540467 -0.84118 -0.0168629 0.540483
0.498 -0.841346 -0.0104303 0.540376 -0.841342 -0.0112435 0.540383
0.499 -0.84144 -0.00521552 0.540321 -0.841439 -0.0056222 0.540322
0.5 -0.841471 8.88178e-15 0.540302 -0.841471 3.55271e-14 0.540302
0.501 -0.84144 0.00521552 0.540321 -0.841439 0.0056222 0.540322
0.502 -0.841346 0.0104303 0.540376 -0.841342 0.0112435 0.540383
0.503 -0.841189 0.0156437 0.540467 -0.84118 0.0168629 0.540483
0.504 -0.840972 0.0208549 0.540595 -0.840956 0.0224795 0.540622
0.505 -0.840693 0.0260632 0.540759 -0.840667 0.0280923 0.540802
0.506 -0.840353 0.0312679 0.540959 -0.840316 0.0337005 0.54102
0.507 -0.839953 0.0364682 0.541194 -0.839902 0.0393031 0.541277
0.508 -0.839493 0.0416635 0.541465 -0.839426 0.0448991 0.541573
0.509 -0.838974 0.0468531 0.541771 -0.838888 0.0504877 0.541907
0.51 -0.838395 0.0520361 0.542112 -0.838288 0.0560678 0.54228
0.511 -0.837759 0.0572119 0.542488 -0.837628 0.0616387 0.54269
0.512 -0.837064 0.0623798 0.542899 -0.836907 0.0671992 0.543139
0.513 -0.836312 0.067539 0.543343 -0.836125 0.0727486 0.543625
0.514 -0.835502 0.0726889 0.543823 -0.835284 0.0782857 0.544148
0.515 -0.834636 0.0778286 0.544336 -0.834383 0.0838099 0.544708
0.516 -0.833714 0.0829575 0.544883 -0.833423 0.08932 0.545305
0.517 -0.832736 0.0880748 0.545463 -0.832404 0.0948151 0.545939
0.518 -0.831703 0.0931799 0.546077 -0.831327 0.100294 0.546609
0.519 -0.830614 0.098272 0.546724 -0.830193 0.105757 0.547315
0.52 -0.829472 0.10335 0.547404 -0.829 0.111202 0.548057
0.521 -0.828275 0.108414 0.548116 -0.827751 0.116628 0.548835
0.522 -0.827026 0.113463 0.548861 -0.826444 0.122034 0.549648
0.523 -0.825723 0.118496 0.549639 -0.825082 0.12742 0.550496
0.524 -0.824367 0.123512 0.550449 -0.823663 0.132784 0.551379
0.525 -0.822959 0.128511 0.55129 -0.822189 0.138126 0.552297
0.526 -0.8215 0.133492 0.552164 -0.820659 0.143445 0.55325
0.527 -0.81999 0.138454 0.553068 -0.819075 0.148739 0.554237
0.528 -0.818428 0.143397 0.554004 -0.817436 0.154008 0.555258
0.529 -0.816817 0.148319 0.554971 -0.815743 0.159251 0.556312
0.53 -0.815156 0.153221 0.55597 -0.813997 0.164467 0.5574
0.531 -0.813445 0.158101 0.556998 -0.812197 0.169655 0.558522
0.532 -0.811685 0.162958 0.558057 -0.810345 0.174814 0.559677
0.533 -0.809877 0.167793 0.559147 -0.80844 0.179943 0.560864
0.534 -0.808021 0.172603 0.560266 -0.806483 0.185041 0.562084
0.535 -0.806117 0.177389 0.561416 -0.804474 0.190107 0.563337
0.536 -0.804167 0.18215 0.562595 -0.802414 0.195141 0.564622
0.537 -0.802169 0.186885 0.563803 -0.800303 0.200141 0.565938
0.538 -0.800126 0.191593 0.565041 -0.798142 0.205106 0.567287
0.539 -0.798036 0.196273 0.566307 -0.79593 0.210036 0.568666
0.54 -0.795902 0.200926 0.567603 -0.793669 0.21493 0.570077
0.541 -0.793722 0.20555 0.568927 -0.791359 0.219786 0.57152
0.542 -0.791498 0.210144 0.570279 -0.788999 0.224604 0.572992
0.543 -0.789231 0.214707 0.57166 -0.786591 0.229383 0.574496
0.544 -0.786919 0.21924 0.573068 -0.784135 0.234121 0.576029
0.545 -0.784565 0.223741 0.574505 -0.78163 0.238819 0.577593
0.546 -0.782168 0.228209 0.575969 -0.779079 0.243474 0.579187
0.547 -0.779729 0.232644 0.57746 -0.77648 0.248087 0.58081
0.548 -0.777249 0.237046 0.578978 -0.773835 0.252655 0.582463
0.549 -0.774727 0.241412 0.580524 -0.771144 0.257179 0.584144
0.55 -0.772165 0.245743 0.582096 -0.768407 0.261657 0.585855
0.551 -0.769562 0.250039 0.583694 -0.765624 0.266088 0.587594
0.552 -0.76692 0.254297 0.585319 -0.762797 0.270471 0.589362
0.553 -0.764238 0.258518 0.58697 -0.759924 0.274806 0.591158
0.554 -0.761517 0.2627 0.588647 -0.757008 0.279092 0.592982
0.555 -0.758758 0.266844 0.59035 -0.754047 0.283327 0.594834
0.556 -0.75596 0.270948 0.592078 -0.751043 0.28751 0.596713
0.557 -0.753125 0.275011 0.593832 -0.747996 0.291642 0.598619
0.558 -0.750254 0.279034 0.59561 -0.744906 0.29572 0.600553
0.559 -0.747345 0.283014 0.597414 -0.741774 0.299744 0.602513
0.56 -0.7444 0.286952 0.599242 -0.7386 0.303712 0.6045
0.561 -0.74142 0.290846 0.601094 -0.735385 0.307625 0.606513
0.562 -0.738404 0.294697 0.602971 -0.732128 0.311481 0.608553
0.563 -0.735354 0.298503 0.604872 -0.72883 0.315279 0.610618
0.564 -0.732269 0.302263 0.606796 -0.725493 0.319018 0.612709
0.565 -0.72915 0.305977 0.608745 -0.722115 0.322697 0.614825
0.566 -0.725998 0.309644 0.610716 -0.718697 0.326315 0.616967
0.567 -0.722812 0.313264 0.612711 -0.715241 0.329872 0.619133
0.568 -0.719595 0.316835 0.614729 -0.711745 0.333366 0.621324
0.569 -0.716345 0.320357 0.61677 -0.708212 0.336797 0.62354
0.57 -0.713063 0.323829 0.618833 -0.70464 0.340163 0.62578
0.571 -0.70975 0.327251 0.620919 -0.70103 0.343464 0.628044
0.572 -0.706407 0.330621 0.623027 -0.697383 0.346699 0.630331
0.573 -0.703033 0.33394 0.625157 -0.6937 0.349866 0.632642
0.574 -0.69963 0.337205 0.627308 -0.68998 0.352965 0.634977
0.575 -0.696197 0.340418 0.629481 -0.686224 0.355995 0.637335
0.576 -0.692735 0.343576 0.631676 -0.682432 0.358955 0.639715
0.577 -0.689245 0.346679 0.633892 -0.678605 0.361844 0.642118
0.578 -0.685727 0.349727 0.636128 -0.674743 0.364661 0.644543
0.579 -0.682181 0.352719 0.638386 -0.670846 0.367405 0.646991
0.58 -0.678608 0.355653 0.640663 -0.666915 0.370075 0.649461
0.581 -0.675009 0.35853 0.642962 -0.662951 0.372671 0.651952
0.582 -0.671383 0.361348 0.64528 -0.658953 0.375191 0.654464
0.583 -0.667732 0.364107 0.647618 -0.654923 0.377634 0.656998
0.584 -0.664056 0.366806 0.649976 -0.650859 0.38 0.659553
0.585 -0.660354 0.369445 0.652353 -0.646764 0.382287 0.662129
0.586 -0.656628 0.372022 0.65475 -0.642637 0.384495 0.664725
0.587 -0.652879 0.374537 0.657165 -0.638478 0.386623 0.667341
0.588 -0.649106 0.376989 0.6596 -0.634288 0.388669 0.669978
0.589 -0.64531 0.379378 0.662053 -0.630068 0.390633 0.672634
0.59 -0.641491 0.381703 0.664525 -0.625818 0.392514 0.67531
0.591 -0.63765 0.383962 0.667015 -0.621537 0.394311 0.678005
0.592 -0.633788 0.386156 0.669522 -0.617228 0.396023 0.68072
0.593 -0.629905 0.388283 0.672048 -0.612889 0.397649 0.683453
0.594 -0.626001 0.390344 0.674592 -0.608522 0.399188 0.686205
0.595 -0.622076 0.392336 0.677152 -0.604126 0.40064 0.688975
0.596 -0.618132 0.39426 0.67973 -0.599702 0.402002 0.691763
0.597 -0.614169 0.396115 0.682325 -0.595251 0.403276 0.69457
0.598 -0.610186 0.397899 0.684937 -0.590774 0.404462 0.697393
0.599 -0.606185 0.399613 0.687565 -0.586271 0.405561 0.700233
0.6 -0.602166 0.401255 0.69021 -0.581743 0.406573 0.70309
0.601 -0.59813 0.402826 0.692871 -0.577191 0.4075 0.705962
0.602 -0.594076 0.404324 0.695547 -0.572615 0.408341 0.708848
0.603 -0.590006 0.405751 0.698239 -0.568017 0.409099 0.71175
0.604 -0.58592 0.407106 0.700945 -0.563397 0.409773 0.714665
0.605 -0.581817 0.408391 0.703666 -0.558755 0.410365 0.717594
0.606 -0.577699 0.409604 0.7064 -0.554094 0.410874 0.720535
0.607 -0.573565 0.410747 0.709147 -0.549412 0.411303 0.723489
0.608 -0.569417 0.41182 0.711907 -0.544712 0.411651 0.726455
0.609 -0.565255 0.412823 0.714679 -0.539994 0.41192 0.729431
0.61 -0.561078 0.413756 0.717463 -0.535259 0.41211 0.732418
0.611 -0.556888 0.41462 0.720258 -0.530508 0.412222 0.735416
0.612 -0.552684 0.415415 0.723064 -0.52574 0.412257 0.738423
0.613 -0.548468 0.416141 0.725879 -0.520958 0.412215 0.741438
0.614 -0.544239 0.416798 0.728705 -0.516161 0.412098 0.744463
0.615 -0.539998 0.417387 0.731539 -0.511351 0.411905 0.747495
0.616 -0.535746 0.417908 0.734382 -0.506529 0.411639 0.750534
0.617 -0.531482 0.418362 0.737233 -0.501694 0.411299 0.753581
0.618 -0.527207 0.418748 0.740092 -0.496849 0.410886 0.756633
0.619 -0.522922 0.419066 0.742958 -0.491993 0.410402 0.759691
0.62 -0.518627 0.419318 0.745831 -0.487128 0.409846 0.762754
0.621 -0.514321 0.419504 0.74871 -0.482254 0.40922 0.765822
0.622 -0.510007 0.419623 0.751594 -0.477372 0.408524 0.768894
0.623 -0.505683 0.419676 0.754483 -0.472483 0.40776 0.771969
0.624 -0.501351 0.419663 0.757378 -0.467587 0.406927 0.775047
0.625 -0.497011 0.419585 0.760276 -0.462686 0.406028 0.778128
0.626 -0.492663 0.419441 0.763178 -0.457779 0.405061 0.78121
0.627 -0.488308 0.419233 0.766083 -0.452869 0.404029 0.784294
0.628 -0.483945 0.41896 0.76899 -0.447955 0.402932 0.787378
0.629 -0.479576 0.418623 0.7719 -0.443039 0.401771 0.790462
0.63 -0.475201 0.418221 0.774811 -0.438121 0.400546 0.793546
0.631 -0.47082 0.417756 0.777723 -0.433202 0.399258 0.796629
0.632 -0.466433 0.417227 0.780636 -0.428282 0.397909 0.799711
0.633 -0.462042 0.416635 0.783549 -0.423363 0.396498 0.802791
0.634 -0.457645 0.41598 0.786462 -0.418445 0.395027 0.805868
0.635 -0.453245 0.415263 0.789374 -0.41353 0.393496 0.808941
0.636 -0.44884 0.414483 0.792284 -0.408617 0.391907 0.812011
0.637 -0.444432 0.41364 0.795193 -0.403708 0.390259 0.815077
0.638 -0.440021 0.412736 0.798099 -0.398803 0.388554 0.818138
0.639 -0.435607 0.411771 0.801002 -0.393903 0.386792 0.821194
0.64 -0.431191 0.410744 0.803901 -0.389009 0.384975 0.824244
0.641 -0.426772 0.409656 0.806797 -0.384122 0.383102 0.827287
0.642 -0.422353 0.408508 0.809688 -0.379242 0.381175 0.830324
0.643 -0.417932 0.407299 0.812575 -0.374371 0.379195 0.833353
0.644 -0.41351 0.40603 0.815456 -0.369508 0.377162 0.836373
0.645 -0.409088 0.404701 0.818331 -0.364655 0.375077 0.839385
0.646 -0.404665 0.403312 0.8212 -0.359813 0.372941 0.842388
0.647 -0.400244 0.401864 0.824061 -0.354982 0.370754 0.845381
0.648 -0.395823 0.400357 0.826916 -0.350163 0.368518 0.848364
0.649 -0.391403 0.398791 0.829762 -0.345357 0.366232 0.851336
0.65 -0.386984 0.397167 0.8326 -0.340565 0.363899 0.854297
0.651 -0.382568 0.395485 0.835429 -0.335787 0.361518 0.857245
0.652 -0.378154 0.393744 0.838248 -0.331024 0.35909 0.860181
0.653 -0.373743 0.391946 0.841058 -0.326277 0.356617 0.863104
0.654 -0.369334 0.390091 0.843857 -0.321547 0.354098 0.866014
0.655 -0.36493 0.388178 0.846645 -0.316834 0.351535 0.868909
0.656 -0.360529 0.386209 0.849422 -0.312139 0.348929 0.87179
0.657 -0.356132 0.384183 0.852186 -0.307464 0.34628 0.874655
0.658 -0.35174 0.382101 0.854939 -0.302808 0.343588 0.877504
0.659 -0.347353 0.379963 0.857678 -0.298173 0.340856 0.880337
0.66 -0.342972 0.377769 0.860404 -0.293559 0.338083 0.883154
0.661 -0.338596 0.37552 0.863116 -0.288967 0.33527 0.885952
0.662 -0.334227 0.373216 0.865813 -0.284398 0.332418 0.888733
0.663 -0.329864 0.370857 0.868496 -0.279853 0.329528 0.891495
0.664 -0.325508 0.368443 0.871163 -0.275332 0.326601 0.894238
0.665 -0.32116 0.365975 0.873814 -0.270837 0.323637 0.896962
0.666 -0.316819 0.363453 0.876448 -0.266367 0.320637 0.899665
0.667 -0.312487 0.360877 0.879066 -0.261924 0.317601 0.902347
0.668 -0.308163 0.358248 0.881666 -0.257509 0.314532 0.905008
0.669 -0.303848 0.355566 0.884248 -0.253122 0.311429 0.907648
0.67 -0.299542 0.352831 0.886811 -0.248764 0.308293 0.910264
0.671 -0.295246 0.350043 0.889356 -0.244435 0.305125 0.912858
0.672 -0.29096 0.347202 0.891881 -0.240138 0.301925 0.915428
0.673 -0.286685 0.34431 0.894386 -0.235871 0.298695 0.917975
0.674 -0.282421 0.341366 0.896871 -0.231637 0.295435 0.920496
0.675 -0.278167 0.338371 0.899335 -0.227436 0.292146 0.922993
0.676 -0.273926 0.335324 0.901777 -0.223268 0.288829 0.925463
0.677 -0.269696 0.332226 0.904197 -0.219135 0.285485 0.927908
0.678 -0.265479 0.329078 0.906594 -0.215037 0.282113 0.930326
0.679 -0.261275 0.325879 0.908969 -0.210975 0.278716 0.932716
0.68 -0.257084 0.32263 0.91132 -0.20695 0.275294 0.935078
0.681 -0.252907 0.319332 0.913647 -0.202963 0.271847 0.937412
0.682 -0.248744 0.315984 0.91595 -0.199013 0.268376 0.939717
0.683 -0.244595 0.312586 0.918228 -0.195103 0.264883 0.941992
0.684 -0.24046 0.30914 0.92048 -0.191233 0.261367 0.944237
0.685 -0.236341 0.305645 0.922706 -0.187403 0.25783 0.946451
0.686 -0.232238 0.302101 0.924905 -0.183615 0.254273 0.948635
0.687 -0.228151 0.29851 0.927078 -0.179868 0.250695 0.950786
0.688 -0.224079 0.29487 0.929223 -0.176165 0.247099 0.952905
0.689 -0.220025 0.291183 0.93134 -0.172505 0.243484 0.954991
0.69 -0.215988 0.287449 0.933428 -0.168888 0.239851 0.957045
0.691 -0.211968 0.283667 0.935488 -0.165313 0.2362 0.959066
0.692 -0.207966 0.279839 0.937517 -0.161779 0.232532 0.961053
0.693 -0.203982 0.275964 0.939517 -0.158286 0.228846 0.963008
0.694 -0.200017 0.272044 0.941487 -0.154833 0.225144 0.96493
0.695 -0.196071 0.268077 0.943425 -0.151419 0.221425 0.966819
0.696 -0.192145 0.264065 0.945332 -0.148043 0.21769 0.968675
0.697 -0.188238 0.260007 0.947206 -0.144705 0.213938 0.970497
0.698 -0.184352 0.255904 0.949048 -0.141404 0.210171 0.972287
0.699 -0.180486 0.251757 0.950857 -0.13814 0.206389 0.974044
0.7 -0.176641 0.247565 0.952633 -0.134911 0.202592 0.975768
0.701 -0.172818 0.243328 0.954375 -0.131716 0.198779 0.977458
0.702 -0.169015 0.239049 0.956082 -0.128556 0.194953 0.979115
0.703 -0.165233 0.234727 0.957755 -0.125429 0.191112 0.98074
0.704 -0.161471 0.230363 0.959395 -0.122335 0.187257 0.98233
0.705 -0.157729 0.225959 0.961 -0.119273 0.183388 0.983888
0.706 -0.154005 0.221515 0.96257 -0.116242 0.179506 0.985413
0.707 -0.1503 0.217032 0.964107 -0.113241 0.175611 0.986904
0.708 -0.146614 0.212511 0.965609 -0.11027 0.171704 0.988361
0.709 -0.142945 0.207953 0.967077 -0.107328 0.167783 0.989786
0.71 -0.139293 0.203359 0.968511 -0.104415 0.163851 0.991177
0.711 -0.135658 0.198729 0.96991 -0.101529 0.159907 0.992535
0.712 -0.132039 0.194065 0.971274 -0.0986697 0.155951 0.993859
0.713 -0.128437 0.189367 0.972605 -0.0958366 0.151984 0.99515
0.714 -0.124849 0.184636 0.973901 -0.093029 0.148006 0.996407
0.715 -0.121277 0.179874 0.975162 -0.090246 0.144018 0.997631
0.716 -0.117719 0.17508 0.976389 -0.087487 0.140019 0.998821
0.717 -0.114175 0.170257 0.977581 -0.0847512 0.13601 0.999978
0.718 -0.110645 0.165404 0.978738 -0.0820379 0.131991 1.0011
0.719 -0.107128 0.160523 0.979861 -0.0793463 0.127963 1.00219
0.72 -0.103623 0.155615 0.980949 -0.0766758 0.123925 1.00325
0.721 -0.100131 0.15068 0.982003 -0.0740257 0.119879 1.00427
0.722 -0.0966499 0.145719 0.983021 -0.0713951 0.115824 1.00526
0.723 -0.0931804 0.140734 0.984005 -0.0687834 0.111761 1.00621
0.724 -0.0897218 0.135725 0.984954 -0.0661898 0.10769 1.00713
0.725 -0.0862734 0.130693 0.985868 -0.0636136 0.103611 1.00802
0.726 -0.0828349 0.125638 0.986748 -0.0610542 0.0995243 1.00887
0.727 -0.0794059 0.120563 0.987592 -0.0585107 0.0954309 1.00969
0.728 -0.0759858 0.115467 0.988401 -0.0559825 0.0913306 1.01048
0.729 -0.0725741 0.110351 0.989176 -0.0534687 0.0872238 1.01123
0.73 -0.0691705 0.105217 0.989915 -0.0509688 0.0831108 1.01195
0.731 -0.0657745 0.100066 0.99062 -0.048482 0.0789918 1.01263
0.732 -0.0623855 0.0948974 0.991289 -0.0460075 0.0748673 1.01328
0.733 -0.0590032 0.089713 0.991923 -0.0435446 0.0707373 1.0139
0.734 -0.0556271 0.0845136 0.992522 -0.0410926 0.0666024 1.01448
0.735 -0.0522567 0.0793001 0.993086 -0.0386508 0.0624627 1.01503
0.736 -0.0488915 0.0740733 0.993614 -0.0362184 0.0583186 1.01554
0.737 -0.0455312 0.0688341 0.994108 -0.0337948 0.0541703 1.01602
0.738 -0.0421752 0.0635834 0.994566 -0.0313791 0.0500182 1.01647
0.739 -0.038823 0.058322 0.994988 -0.0289707 0.0458625 1.01688
0.74 -0.0354743 0.053051 0.995375 -0.0265689 0.0417035 1.01726
0.741 -0.0321285 0.0477711 0.995727 -0.0241729 0.0375416 1.0176
0.742 -0.0287852 0.0424832 0.996044 -0.021782 0.0333771 1.01791
0.743 -0.025444 0.0371883 0.996325 -0.0193955 0.0292101 1.01819
0.744 -0.0221043 0.0318872 0.99657 -0.0170126 0.0250411 1.01843
0.745 -0.0187657 0.0265808 0.99678 -0.0146326 0.0208703 1.01863
0.746 -0.0154278 0.0212699 0.996955 -0.0122549 0.016698 1.0188
0.747 -0.0120901 0.0159555 0.997094 -0.00987858 0.0125245 1.01894
0.748 -0.00875203 0.0106385 0.997197 -0.00750305 0.00835019 1.01905
0.749 -0.00541328 0.00531969 0.997264 -0.00512753 0.00417524 1.01911
0.75 -0.00207332 7.68274e-14 0.997296 -0.00275131 6.10623e-15 1.01915
0.751 0.00126829 -0.00531969 0.997292 -0.000373672 -0.00417524 1.01915
0.752 0.00461202 -0.0106385 0.997253 0.00200612 -0.00835019 1.01911
0.753 0.00795834 -0.0159555 0.997177 0.00438879 -0.0125245 1.01904
0.754 0.0113077 -0.0212699 0.997066 0.00677505 -0.016698 1.01894
0.755 0.0146606 -0.0265808 0.996919 0.00916565 -0.0208703 1.0188
0.756 0.0180174 -0.0318872 0.996736 0.0115613 -0.0250411 1.01863
0.757 0.0213786 -0.0371883 0.996517 0.0139627 -0.0292101 1.01842
0.758 0.0247448 -0.0424832 0.996262 0.0163706 -0.0333771 1.01818
