t uniform_x uniform_y uniform_z chordal_x chordal_y chordal_z
0.252 -0.0067911 -0.0105727 0.99992 -0.00553234 -0.0086174 0.999948
0.253 -0.0101875 -0.015857 0.999821 -0.00829938 -0.0129255 0.999883
0.254 -0.013585 -0.0211389 0.999682 -0.0110674 -0.017233 0.999791
0.255 -0.0169838 -0.0264175 0.999503 -0.0138369 -0.0215395 0.999674
0.256 -0.0203844 -0.031692 0.999286 -0.0166081 -0.0258449 0.99953
0.257 -0.023787 -0.0369617 0.999028 -0.0193813 -0.030149 0.99936
0.258 -0.0271921 -0.0422256 0.998732 -0.0221569 -0.0344514 0.999164
0.259 -0.0306 -0.0474831 0.998396 -0.0249353 -0.0387521 0.998941
0.26 -0.0340109 -0.0527332 0.998022 -0.0277168 -0.0430507 0.998692
0.261 -0.0374254 -0.0579752 0.997608 -0.0305018 -0.0473471 0.998417
0.262 -0.0408436 -0.0632082 0.997156 -0.0332905 -0.0516409 0.998115
0.263 -0.044266 -0.0684315 0.996665 -0.0360834 -0.055932 0.997787
0.264 -0.0476929 -0.0736442 0.996136 -0.0388808 -0.0602202 0.997433
0.265 -0.0511247 -0.0788455 0.995568 -0.041683 -0.0645052 0.997052
0.266 -0.0545616 -0.0840345 0.994961 -0.0444903 -0.0687868 0.996644
0.267 -0.0580041 -0.0892106 0.994316 -0.0473032 -0.0730648 0.99621
0.268 -0.0614525 -0.0943728 0.993633 -0.0501219 -0.0773389 0.995749
0.269 -0.0649071 -0.0995204 0.992912 -0.0529468 -0.081609 0.995262
0.27 -0.0683683 -0.104652 0.992153 -0.0557783 -0.0858747 0.994748
0.271 -0.0718365 -0.109768 0.991355 -0.0586167 -0.0901359 0.994207
0.272 -0.0753119 -0.114867 0.99052 -0.0614623 -0.0943924 0.993639
0.273 -0.0787949 -0.119948 0.989647 -0.0643154 -0.0986438 0.993045
0.274 -0.0822859 -0.12501 0.988737 -0.0671766 -0.10289 0.992424
0.275 -0.0857852 -0.130053 0.987789 -0.0700459 -0.107131 0.991776
0.276 -0.0892932 -0.135075 0.986804 -0.0729239 -0.111366 0.991102
0.277 -0.09281 -0.140076 0.985781 -0.0758109 -0.115595 0.9904
0.278 -0.0963359 -0.145055 0.984722 -0.0787072 -0.119818 0.989672
0.279 -0.0998711 -0.150012 0.983625 -0.0816131 -0.124035 0.988916
0.28 -0.103416 -0.154945 0.982493 -0.084529 -0.128245 0.988134
0.281 -0.10697 -0.159855 0.981324 -0.0874552 -0.132449 0.987324
0.282 -0.110535 -0.164739 0.98012 -0.0903922 -0.136645 0.986488
0.283 -0.114109 -0.169598 0.97888 -0.0933402 -0.140834 0.985624
0.284 -0.117694 -0.174431 0.977605 -0.0962997 -0.145015 0.984733
0.285 -0.12129 -0.179236 0.976295 -0.0992711 -0.149187 0.983815
0.286 -0.124896 -0.184014 0.97495 -0.102255 -0.153351 0.982869
0.287 -0.128514 -0.188763 0.973571 -0.105251 -0.157506 0.981895
0.288 -0.132142 -0.193483 0.972158 -0.10826 -0.161652 0.980895
0.289 -0.135783 -0.198173 0.97071 -0.111283 -0.165788 0.979866
0.29 -0.139434 -0.202832 0.969229 -0.114319 -0.169913 0.97881
0.291 -0.143098 -0.207459 0.967715 -0.11737 -0.174028 0.977726
0.292 -0.146774 -0.212055 0.966168 -0.120435 -0.178133 0.976613
0.293 -0.150462 -0.216617 0.964588 -0.123515 -0.182226 0.975473
0.294 -0.154162 -0.221145 0.962975 -0.126611 -0.186307 0.974305
0.295 -0.157876 -0.225639 0.961331 -0.129722 -0.190376 0.973109
0.296 -0.161602 -0.230098 0.959654 -0.132849 -0.194433 0.971884
0.297 -0.165342 -0.23452 0.957946 -0.135993 -0.198476 0.970631
0.298 -0.169095 -0.238906 0.956206 -0.139154 -0.202507 0.969349
0.299 -0.172861 -0.243254 0.954435 -0.142332 -0.206524 0.968039
0.3 -0.176641 -0.247565 0.952633 -0.145527 -0.210527 0.9667
0.301 -0.180436 -0.251836 0.950801 -0.148741 -0.214516 0.965333
0.302 -0.184244 -0.256067 0.948938 -0.151973 -0.21849 0.963937
0.303 -0.188066 -0.260259 0.947046 -0.155224 -0.222449 0.962512
0.304 -0.191903 -0.264409 0.945124 -0.158494 -0.226393 0.961058
0.305 -0.195753 -0.268518 0.943174 -0.161783 -0.23032 0.959574
0.306 -0.199617 -0.272585 0.941194 -0.165093 -0.234232 0.958062
0.307 -0.203496 -0.27661 0.939187 -0.168422 -0.238126 0.956521
0.308 -0.207388 -0.280591 0.937152 -0.171773 -0.242004 0.95495
0.309 -0.211294 -0.284528 0.93509 -0.175145 -0.245864 0.95335
0.31 -0.215215 -0.288421 0.933 -0.178538 -0.249707 0.95172
0.311 -0.219149 -0.292269 0.930884 -0.181953 -0.253531 0.950061
0.312 -0.223097 -0.296071 0.928742 -0.18539 -0.257336 0.948372
0.313 -0.227059 -0.299827 0.926575 -0.18885 -0.261121 0.946653
0.314 -0.231035 -0.303536 0.924382 -0.192333 -0.264886 0.944905
0.315 -0.235025 -0.307197 0.922164 -0.195839 -0.268629 0.943127
0.316 -0.239029 -0.310811 0.919921 -0.199369 -0.27235 0.941319
0.317 -0.243047 -0.314375 0.917655 -0.202923 -0.276048 0.939481
0.318 -0.247079 -0.317891 0.915365 -0.206501 -0.279722 0.937614
0.319 -0.251124 -0.321356 0.913051 -0.210104 -0.283371 0.935716
0.32 -0.255184 -0.324771 0.910715 -0.213732 -0.286996 0.933788
0.321 -0.259257 -0.328135 0.908356 -0.217386 -0.290594 0.931831
0.322 -0.263344 -0.331447 0.905975 -0.221066 -0.294166 0.929843
0.323 -0.267445 -0.334707 0.903573 -0.224771 -0.29771 0.927824
0.324 -0.27156 -0.337913 0.901149 -0.228504 -0.301225 0.925776
0.325 -0.275689 -0.341067 0.898704 -0.232263 -0.304712 0.923697
0.326 -0.279831 -0.344166 0.896239 -0.23605 -0.308169 0.921588
0.327 -0.283987 -0.34721 0.893754 -0.239864 -0.311595 0.919449
0.328 -0.288157 -0.3502 0.891249 -0.243707 -0.314989 0.917279
0.329 -0.292339 -0.353134 0.888726 -0.247578 -0.318352 0.915078
0.33 -0.296535 -0.356012 0.886184 -0.251478 -0.321682 0.912847
0.331 -0.300743 -0.358834 0.883623 -0.255407 -0.324977 0.910586
0.332 -0.304963 -0.3616 0.881046 -0.259365 -0.328239 0.908293
0.333 -0.309195 -0.364309 0.878451 -0.263353 -0.331465 0.90597
0.334 -0.313439 -0.36696 0.875839 -0.267372 -0.334655 0.903616
0.335 -0.317694 -0.369554 0.873211 -0.271421 -0.337809 0.901231
0.336 -0.321961 -0.372089 0.870568 -0.275501 -0.340925 0.898816
0.337 -0.326239 -0.374566 0.867909 -0.279612 -0.344002 0.896369
0.338 -0.330527 -0.376984 0.865235 -0.283755 -0.34704 0.893892
0.339 -0.334826 -0.379343 0.862547 -0.287929 -0.350037 0.891384
0.34 -0.339136 -0.381641 0.859845 -0.292134 -0.352992 0.888847
0.341 -0.343455 -0.38388 0.85713 -0.296369 -0.355903 0.886279
0.342 -0.347784 -0.386058 0.854402 -0.300636 -0.35877 0.883682
0.343 -0.352122 -0.388175 0.851662 -0.304933 -0.36159 0.881057
0.344 -0.35647 -0.390231 0.848909 -0.309261 -0.364363 0.878402
0.345 -0.360826 -0.392225 0.846146 -0.313619 -0.367087 0.875719
0.346 -0.365192 -0.394157 0.843371 -0.318008 -0.369761 0.873008
0.347 -0.369566 -0.396026 0.840585 -0.322427 -0.372383 0.870268
0.348 -0.373947 -0.397833 0.83779 -0.326876 -0.374953 0.867502
0.349 -0.378337 -0.399576 0.834985 -0.331356 -0.377469 0.864708
0.35 -0.382735 -0.401255 0.832171 -0.335865 -0.379929 0.861887
0.351 -0.38714 -0.40287 0.829348 -0.340404 -0.382333 0.85904
0.352 -0.391552 -0.404421 0.826517 -0.344973 -0.384679 0.856166
0.353 -0.39597 -0.405908 0.823679 -0.349571 -0.386965 0.853267
0.354 -0.400394 -0.40733 0.820833 -0.354199 -0.389191 0.850342
0.355 -0.404824 -0.408687 0.81798 -0.358856 -0.391354 0.847391
0.356 -0.409259 -0.409979 0.815121 -0.363543 -0.393455 0.844416
0.357 -0.413699 -0.411207 0.812257 -0.368259 -0.395491 0.841415
0.358 -0.418143 -0.412369 0.809387 -0.373004 -0.397461 0.838391
0.359 -0.422591 -0.413466 0.806512 -0.377778 -0.399363 0.835342
0.36 -0.427042 -0.414498 0.803633 -0.382581 -0.401198 0.83227
0.361 -0.431495 -0.415464 0.80075 -0.387412 -0.402962 0.829174
0.362 -0.435951 -0.416364 0.797863 -0.392271 -0.404656 0.826056
0.363 -0.440409 -0.417199 0.794974 -0.397156 -0.406277 0.822916
0.364 -0.444869 -0.417967 0.792082 -0.402066 -0.407826 0.819756
0.365 -0.449329 -0.41867 0.789188 -0.407 -0.4093 0.816578
0.366 -0.45379 -0.419306 0.786293 -0.411956 -0.4107 0.81338
0.367 -0.458251 -0.419876 0.783396 -0.416934 -0.412023 0.810166
0.368 -0.462711 -0.420379 0.780499 -0.421931 -0.413269 0.806936
0.369 -0.46717 -0.420816 0.777602 -0.426947 -0.414437 0.803691
0.37 -0.471629 -0.421186 0.774706 -0.431981 -0.415526 0.800432
0.371 -0.476085 -0.421489 0.77181 -0.437031 -0.416535 0.797161
0.372 -0.480539 -0.421724 0.768915 -0.442095 -0.417462 0.793877
0.373 -0.48499 -0.421893 0.766023 -0.447174 -0.418306 0.790583
0.374 -0.489438 -0.421994 0.763132 -0.452264 -0.419067 0.78728
0.375 -0.493883 -0.422028 0.760245 -0.457366 -0.419744 0.783968
0.376 -0.498323 -0.421994 0.75736 -0.462477 -0.420335 0.780648
0.377 -0.502759 -0.421893 0.754479 -0.467597 -0.42084 0.777323
0.378 -0.507189 -0.421724 0.751603 -0.472725 -0.421257 0.773991
0.379 -0.511614 -0.421489 0.748731 -0.477858 -0.421585 0.770656
0.38 -0.516032 -0.421186 0.745863 -0.482996 -0.421824 0.767318
0.381 -0.520443 -0.420816 0.743001 -0.488137 -0.421972 0.763977
0.382 -0.524847 -0.420379 0.740145 -0.493281 -0.422028 0.760635
0.383 -0.529242 -0.419876 0.737295 -0.498426 -0.421991 0.757294
0.384 -0.533629 -0.419306 0.734452 -0.50357 -0.421862 0.753954
0.385 -0.538006 -0.41867 0.731616 -0.508712 -0.421641 0.750616
0.386 -0.542374 -0.417967 0.728787 -0.51385 -0.421328 0.747281
