x exact spline
-0.0890891 0.834431 0.834436
-0.0870871 0.840616 0.840622
-0.0850851 0.84675 0.846755
-0.0830831 0.852828 0.852832
-0.0810811 0.858846 0.85885
-0.0790791 0.864799 0.864802
-0.0770771 0.870684 0.870686
-0.0750751 0.876496 0.876496
-0.0730731 0.88223 0.882229
-0.0710711 0.887881 0.88788
-0.0690691 0.893445 0.893444
-0.0670671 0.898917 0.898916
-0.0650651 0.904293 0.904292
-0.0630631 0.909567 0.909567
-0.0610611 0.914736 0.914737
-0.0590591 0.919795 0.919795
-0.0570571 0.924738 0.924739
-0.0550551 0.929561 0.929563
-0.0530531 0.93426 0.934261
-0.0510511 0.93883 0.938831
-0.049049 0.943267 0.943266
-0.047047 0.947566 0.947563
-0.045045 0.951723 0.951717
-0.043043 0.955733 0.955726
-0.041041 0.959592 0.959584
-0.039039 0.963297 0.963288
-0.037037 0.966844 0.966835
-0.035035 0.970227 0.97022
-0.033033 0.973445 0.973439
-0.031031 0.976493 0.976489
-0.029029 0.979368 0.979366
-0.027027 0.982066 0.982066
-0.025025 0.984585 0.984585
-0.023023 0.986922 0.98692
-0.021021 0.989074 0.989068
-0.019019 0.991038 0.991028
-0.017017 0.992813 0.9928
-0.015015 0.994395 0.99438
-0.013013 0.995784 0.995768
-0.011011 0.996978 0.996963
-0.00900901 0.997975 0.997962
-0.00700701 0.998774 0.998764
-0.00500501 0.999374 0.999368
-0.003003 0.999775 0.999772
-0.001001 0.999975 0.999975
0.001001 0.999975 0.999975
0.003003 0.999775 0.999772
0.00500501 0.999374 0.999368
0.00700701 0.998774 0.998764
0.00900901 0.997975 0.997962
0.011011 0.996978 0.996963
0.013013 0.995784 0.995768
0.015015 0.994395 0.99438
0.017017 0.992813 0.9928
0.019019 0.991038 0.991028
0.021021 0.989074 0.989068
0.023023 0.986922 0.98692
0.025025 0.984585 0.984585
0.027027 0.982066 0.982066
0.029029 0.979368 0.979366
0.031031 0.976493 0.976489
0.033033 0.973445 0.973439
0.035035 0.970227 0.97022
0.037037 0.966844 0.966835
0.039039 0.963297 0.963288
0.041041 0.959592 0.959584
0.043043 0.955733 0.955726
0.045045 0.951723 0.951717
0.047047 0.947566 0.947563
0.049049 0.943267 0.943266
0.0510511 0.93883 0.938831
0.0530531 0.93426 0.934261
0.0550551 0.929561 0.929563
0.0570571 0.924738 0.924739
0.0590591 0.919795 0.919795
0.0610611 0.914736 0.914737
0.0630631 0.909567 0.909567
0.0650651 0.904293 0.904292
0.0670671 0.898917 0.898916
0.0690691 0.893445 0.893444
0.0710711 0.887881 0.88788
0.0730731 0.88223 0.882229
0.0750751 0.876496 0.876496
0.0770771 0.870684 0.870686
0.0790791 0.864799 0.864802
0.0810811 0.858846 0.85885
0.0830831 0.852828 0.852832
0.0850851 0.84675 0.846755
0.0870871 0.840616 0.840622
0.0890891 0.834431 0.834436
0.0910911 0.828199 0.828203
0.0930931 0.821924 0.821927
0.0950951 0.81561 0.815611
0.0970971 0.80926 0.809261
0.0990991 0.80288 0.80288
0.101101 0.796473 0.796473
0.103103 0.790042 0.790043
0.105105 0.78359 0.783593
0.107107 0.777123 0.777127
0.109109 0.770642 0.770648
0.111111 0.764151 0.764158
0.113113 0.757654 0.757661
0.115115 0.751153 0.751159
0.117117 0.744651 0.744657
0.119119 0.738152 0.738156
0.121121 0.731658 0.73166
0.123123 0.725172 0.725173
0.125125 0.718697 0.718697
0.127127 0.712234 0.712235
0.129129 0.705787 0.705789
0.131131 0.699357 0.69936
0.133133 0.692947 0.692952
0.135135 0.68656 0.686565
0.137137 0.680196 0.680202
0.139139 0.673858 0.673864
0.141141 0.667548 0.667553
0.143143 0.661267 0.661271
0.145145 0.655017 0.65502
0.147147 0.6488 0.648801
0.149149 0.642617 0.642617
0.151151 0.63647 0.63647
0.153153 0.630359 0.63036
0.155155 0.624287 0.624288
0.157157 0.618254 0.618256
0.159159 0.612261 0.612264
0.161161 0.606309 0.606313
0.163163 0.6004 0.600404
0.165165 0.594534 0.594538
0.167167 0.588713 0.588716
0.169169 0.582936 0.582938
0.171171 0.577204 0.577206
0.173173 0.571519 0.571519
0.175175 0.56588 0.56588
0.177177 0.560289 0.560289
0.179179 0.554745 0.554746
0.181181 0.54925 0.549251
0.183183 0.543803 0.543804
0.185185 0.538405 0.538407
0.187187 0.533056 0.533058
0.189189 0.527756 0.527759
0.191191 0.522506 0.522509
0.193193 0.517306 0.517308
0.195195 0.512156 0.512157
0.197197 0.507056 0.507057
0.199199 0.502006 0.502006
0.201201 0.497006 0.497006
0.203203 0.492056 0.492056
0.205205 0.487156 0.487157
0.207207 0.482306 0.482307
0.209209 0.477506 0.477507
0.211211 0.472756 0.472758
0.213213 0.468056 0.468057
0.215215 0.463405 0.463406
0.217217 0.458803 0.458804
0.219219 0.454251 0.454252
0.221221 0.449747 0.449748
0.223223 0.445292 0.445293
0.225225 0.440886 0.440886
0.227227 0.436528 0.436528
0.229229 0.432217 0.432217
0.231231 0.427954 0.427955
0.233233 0.423739 0.423739
0.235235 0.41957 0.419571
0.237237 0.415448 0.415449
0.239239 0.411373 0.411373
0.241241 0.407343 0.407344
0.243243 0.403359 0.403359
0.245245 0.39942 0.39942
0.247247 0.395526 0.395526
0.249249 0.391676 0.391676
0.251251 0.387871 0.387871
0.253253 0.384109 0.384109
0.255255 0.38039 0.38039
0.257257 0.376714 0.376714
0.259259 0.373081 0.373081
0.261261 0.36949 0.36949
0.263263 0.36594 0.36594
0.265265 0.362432 0.362432
0.267267 0.358964 0.358964
0.269269 0.355537 0.355537
0.271271 0.35215 0.35215
0.273273 0.348802 0.348802
0.275275 0.345493 0.345493
0.277277 0.342223 0.342223
0.279279 0.338992 0.338992
0.281281 0.335798 0.335798
0.283283 0.332642 0.332642
0.285285 0.329523 0.329523
0.287287 0.32644 0.32644
0.289289 0.323394 0.323393
0.291291 0.320383 0.320383
0.293293 0.317408 0.317407
0.295295 0.314467 0.314467
0.297297 0.311561 0.311561
0.299299 0.308689 0.308689
0.301301 0.305851 0.305851
0.303303 0.303047 0.303047
0.305305 0.300275 0.300275
0.307307 0.297535 0.297535
0.309309 0.294828 0.294828
0.311311 0.292153 0.292152
0.313313 0.289508 0.289508
0.315315 0.286895 0.286895
0.317317 0.284312 0.284312
0.319319 0.28176 0.28176
0.321321 0.279237 0.279237
0.323323 0.276744 0.276744
0.325325 0.27428 0.27428
0.327327 0.271844 0.271844
0.329329 0.269437 0.269437
0.331331 0.267058 0.267057
0.333333 0.264706 0.264706
0.335335 0.262381 0.262381
0.337337 0.260084 0.260084
0.339339 0.257813 0.257813
0.341341 0.255568 0.255568
0.343343 0.25335 0.253349
0.345345 0.251156 0.251156
0.347347 0.248988 0.248988
0.349349 0.246845 0.246845
0.351351 0.244726 0.244726
0.353353 0.242632 0.242632
0.355355 0.240562 0.240562
0.357357 0.238515 0.238515
0.359359 0.236492 0.236491
0.361361 0.234491 0.234491
0.363363 0.232514 0.232513
0.365365 0.230558 0.230558
0.367367 0.228625 0.228625
0.369369 0.226714 0.226714
0.371371 0.224824 0.224824
0.373373 0.222956 0.222956
0.375375 0.221108 0.221108
0.377377 0.219282 0.219282
0.379379 0.217476 0.217475
0.381381 0.21569 0.215689
0.383383 0.213923 0.213923
0.385385 0.212177 0.212177
0.387387 0.21045 0.21045
0.389389 0.208742 0.208742
0.391391 0.207053 0.207053
0.393393 0.205383 0.205383
0.395395 0.203731 0.203731
0.397397 0.202097 0.202097
0.399399 0.200481 0.200481
0.401401 0.198883 0.198883
0.403403 0.197303 0.197303
0.405405 0.195739 0.195739
0.407407 0.194193 0.194193
0.409409 0.192663 0.192663
0.411411 0.19115 0.19115
0.413413 0.189654 0.189654
0.415415 0.188173 0.188173
0.417417 0.186709 0.186709
0.419419 0.18526 0.18526
0.421421 0.183827 0.183827
0.423423 0.182409 0.182409
0.425425 0.181006 0.181006
0.427427 0.179619 0.179618
0.429429 0.178245 0.178245
0.431431 0.176887 0.176887
0.433433 0.175543 0.175543
0.435435 0.174213 0.174213
0.437437 0.172897 0.172897
0.439439 0.171595 0.171595
0.441441 0.170307 0.170306
0.443443 0.169032 0.169032
0.445445 0.16777 0.16777
0.447447 0.166522 0.166521
0.449449 0.165286 0.165286
0.451451 0.164063 0.164063
0.453453 0.162853 0.162853
0.455455 0.161656 0.161656
0.457457 0.16047 0.16047
0.459459 0.159297 0.159297
0.461461 0.158136 0.158136
0.463463 0.156987 0.156987
0.465465 0.155849 0.155849
0.467467 0.154723 0.154723
0.469469 0.153609 0.153609
0.471471 0.152506 0.152506
0.473473 0.151414 0.151414
0.475475 0.150332 0.150332
0.477477 0.149262 0.149262
0.479479 0.148203 0.148203
0.481481 0.147154 0.147154
0.483483 0.146115 0.146115
0.485485 0.145087 0.145087
0.487487 0.144069 0.144069
0.489489 0.143062 0.143061
0.491491 0.142064 0.142064
0.493493 0.141076 0.141076
0.495495 0.140097 0.140097
0.497497 0.139129 0.139129
0.499499 0.138169 0.138169
0.501502 0.13722 0.137219
0.503504 0.136279 0.136279
0.505506 0.135347 0.135347
0.507508 0.134425 0.134425
0.50951 0.133511 0.133511
0.511512 0.132607 0.132607
0.513514 0.131711 0.131711
0.515516 0.130823 0.130823
0.517518 0.129944 0.129944
0.51952 0.129074 0.129074
0.521522 0.128211 0.128211
0.523524 0.127357 0.127357
0.525526 0.126511 0.126511
0.527528 0.125673 0.125673
0.52953 0.124843 0.124843
0.531532 0.124021 0.124021
0.533534 0.123207 0.123207
0.535536 0.1224 0.1224
0.537538 0.1216 0.1216
0.53954 0.120808 0.120808
0.541542 0.120024 0.120024
0.543544 0.119247 0.119246
0.545546 0.118476 0.118476
0.547548 0.117713 0.117713
0.54955 0.116957 0.116957
0.551552 0.116208 0.116208
0.553554 0.115466 0.115466
0.555556 0.114731 0.114731
0.557558 0.114002 0.114002
0.55956 0.11328 0.11328
0.561562 0.112565 0.112565
0.563564 0.111856 0.111856
0.565566 0.111153 0.111153
0.567568 0.110457 0.110457
0.56957 0.109767 0.109767
0.571572 0.109083 0.109083
0.573574 0.108405 0.108405
0.575576 0.107733 0.107733
0.577578 0.107068 0.107068
0.57958 0.106408 0.106408
0.581582 0.105754 0.105754
0.583584 0.105106 0.105106
0.585586 0.104463 0.104463
0.587588 0.103826 0.103826
0.58959 0.103195 0.103195
0.591592 0.102569 0.102569
0.593594 0.101949 0.101949
0.595596 0.101334 0.101334
0.597598 0.100724 0.100724
0.5996 0.10012 0.10012
0.601602 0.0995212 0.0995212
0.603604 0.0989273 0.0989273
0.605606 0.0983385 0.0983385
0.607608 0.0977548 0.0977548
0.60961 0.0971761 0.0971761
0.611612 0.0966023 0.0966023
0.613614 0.0960334 0.0960334
0.615616 0.0954694 0.0954693
0.617618 0.0949101 0.0949101
0.61962 0.0943555 0.0943555
0.621622 0.0938057 0.0938057
0.623624 0.0932604 0.0932604
0.625626 0.0927198 0.0927198
0.627628 0.0921836 0.0921836
0.62963 0.091652 0.091652
0.631632 0.0911248 0.0911248
0.633634 0.090602 0.0906019
0.635636 0.0900835 0.0900834
0.637638 0.0895693 0.0895692
0.63964 0.0890593 0.0890593
0.641642 0.0885536 0.0885535
0.643644 0.088052 0.088052
0.645646 0.0875545 0.0875545
0.647648 0.0870611 0.0870611
0.64965 0.0865717 0.0865717
0.651652 0.0860863 0.0860863
0.653654 0.0856049 0.0856049
0.655656 0.0851273 0.0851273
0.657658 0.0846536 0.0846536
0.65966 0.0841838 0.0841838
0.661662 0.0837177 0.0837177
0.663664 0.0832554 0.0832553
0.665666 0.0827967 0.0827967
0.667668 0.0823418 0.0823418
0.66967 0.0818904 0.0818904
0.671672 0.0814427 0.0814427
0.673674 0.0809985 0.0809985
0.675676 0.0805578 0.0805578
0.677678 0.0801207 0.0801207
0.67968 0.0796869 0.0796869
0.681682 0.0792566 0.0792566
0.683684 0.0788296 0.0788296
0.685686 0.078406 0.078406
0.687688 0.0779857 0.0779857
0.68969 0.0775687 0.0775687
0.691692 0.0771549 0.0771549
0.693694 0.0767444 0.0767443
0.695696 0.076337 0.076337
0.697698 0.0759327 0.0759327
0.6997 0.0755316 0.0755316
0.701702 0.0751336 0.0751336
0.703704 0.0747386 0.0747386
0.705706 0.0743466 0.0743466
0.707708 0.0739576 0.0739576
0.70971 0.0735716 0.0735716
0.711712 0.0731886 0.0731885
0.713714 0.0728084 0.0728084
0.715716 0.0724311 0.0724311
0.717718 0.0720567 0.0720566
0.71972 0.071685 0.071685
0.721722 0.0713162 0.0713162
0.723724 0.0709502 0.0709502
0.725726 0.0705868 0.0705868
